id,PClass,Age,Gender,Survived,GenderCode,Name
404,2nd,30.0,male,0,0,"Faunthorpe, Mr Harry"
405,2nd,30.0,female,1,1,"Faunthorpe, Mrs Lizzie (see Wilkinson, E)"
406,2nd,30.0,male,0,0,"Fillbrook, Mr Charles"
407,2nd,38.0,male,0,0,"Fox, Mr Stanley H"
408,2nd,30.0,male,0,0,"Frost, Mr Anthony (Archie) W"
409,2nd,38.0,female,0,1,"Funk, Miss Annie C"
410,2nd,35.0,male,0,0,"Fynney, Mr Joseph J"
411,2nd,35.0,male,0,0,"Gale, Mr Harry"
412,2nd,38.0,male,0,0,"Gale, Mr Shadrach"
413,2nd,24.0,female,1,1,"Garside, Miss Ethel"
414,2nd,16.0,male,0,0,"Gaskell, Mr Alfred"
415,2nd,26.0,male,0,0,"Gavey, Mr Lawrence"
416,2nd,45.0,male,0,0,"Gilbert, Mr William"
417,2nd,24.0,male,0,0,"Giles, Mr Edgar"
418,2nd,21.0,male,0,0,"Giles, Mr Frederick"
419,2nd,22.0,male,0,0,"Giles, Mr Ralph"
420,2nd,30.0,male,0,0,"Gill, Mr John W"
421,2nd,34.0,male,0,0,"Gillespie, Mr William"
422,2nd,30.0,male,0,0,"Givard, Mr Hans Christensen"
423,2nd,50.0,male,0,0,"Greenberg, Mr Samuel"
424,2nd,30.0,male,0,0,"Hale, Mr Reginald"
425,2nd,23.0,female,1,1,"Hamalainen, Mrs William (Anna)"
426,2nd,1.0,male,1,0,"Hamalainen, Master Viljo"
427,2nd,44.0,male,0,0,"Harbeck, Mr William H"
428,2nd,28.0,male,0,0,"Harper, Rev John"
429,2nd,6.0,female,1,1,"Harper, Miss Nina"
430,2nd,30.0,male,1,0,"Harris, Mr George"
431,2nd,30.0,male,0,0,"Harris, Mr Walter"
432,2nd,43.0,male,0,0,"Hart, Mr Benjamin"
433,2nd,45.0,female,1,1,"Hart, Mrs Benjamin (Esther)"
434,2nd,7.0,female,1,1,"Hart, Miss Eva Miriam"
435,2nd,24.0,female,1,1,"Herman, Miss Alice"
436,2nd,24.0,female,1,1,"Herman, Miss Kate"
437,2nd,49.0,male,0,0,"Herman, Mr Samuel"
438,2nd,48.0,female,1,1,"Herman, Mrs Samuel (Jane Laver)"
439,2nd,30.0,female,1,1,"Hewlett, Mrs Mary D"
440,2nd,34.0,male,0,0,"Hickman, Mr Leonard Mark"
441,2nd,32.0,male,0,0,"Hickman, Mr Lewis"
442,2nd,21.0,male,0,0,"Hickman, Mr Stanley George"
443,2nd,18.0,female,0,1,"Hiltunen, Miss Marta"
444,2nd,53.0,female,1,1,"Hocking, Mrs Elizabeth"
445,2nd,23.0,male,0,0,"Hocking, Mr George"
446,2nd,21.0,female,1,1,"Hocking, Miss Ellen (Nellie)"
447,2nd,30.0,male,0,0,"Hocking, Mr Samuel James"
448,2nd,52.0,male,0,0,"Hodges, Mr Henry Price"
449,2nd,42.0,male,0,0,"Hold, Mr Stephen"
450,2nd,36.0,female,1,1,"Hold, Mrs Stephen (Annie Margaret)"
451,2nd,21.0,male,0,0,"Hood, Mr Ambrose, Jr"
452,2nd,41.0,male,1,0,"Hosono, Mr Masafumi"
453,2nd,30.0,male,0,0,"Howard, Mr Benjamin"
454,2nd,30.0,female,0,1,"Howard, Mrs Benjamin (Ellen Truelove)"
455,2nd,33.0,male,0,0,"Hunt, Mr George Henry"
456,2nd,17.0,female,1,1,"Ilett, Miss Bertha"
457,*,30.0,male,0,0,Jacobsohn Mr Samuel
458,2nd,30.0,female,1,1,"Jacobsohn, Mrs Sidney Samuel (Amy Frances Christy)"
459,2nd,30.0,male,0,0,"Jarvis, Mr John Denzil"
460,2nd,30.0,male,0,0,"Jefferys, Mr Clifford"
461,2nd,30.0,male,0,0,"Jefferys, Mr Ernest"
462,2nd,30.0,male,0,0,"Jenkin, Mr Stephen Curnow"
463,2nd,23.0,female,1,1,"Jerwan, Mrs Amin S (Marie Thuillard)"
464,2nd,34.0,male,0,0,"Kantor, Mr Sinai"
465,2nd,30.0,female,1,1,"Kantor, Mrs Sinai (Miriam Sternim)"
466,2nd,22.0,female,0,1,"Karnes, Mrs J Frank (Claire Bennett)"
467,2nd,30.0,male,0,0,"Keane, Mr Daniel"
468,2nd,30.0,female,1,1,"Keane, Miss Nora A"
469,2nd,45.0,female,1,1,"Kelly, Mrs Florence (Fannie)"
470,2nd,30.0,male,0,0,"Kirkland, Rev Charles Leonard"
471,2nd,30.0,male,0,0,"Knight, Mr Robert"
472,2nd,31.0,male,0,0,"Kvillner, Mr Johan Henrik Johannesson"
473,2nd,30.0,male,0,0,"Lahtinen, Rev William"
474,2nd,26.0,female,0,1,"Lahtinen, Mrs William (Anna Sylvan)"
475,2nd,30.0,male,0,0,"Lamb, Mr John James"
476,2nd,34.0,female,1,1,"Lemore, Mrs Amelia"
477,2nd,26.0,male,0,0,"LaRoche, Mr Joseph"
478,2nd,22.0,female,1,1,"LaRoche, Mrs Joseph (Juliet)"
479,2nd,1.0,female,1,1,"LaRoche, Miss Louise"
480,2nd,3.0,female,1,1,"LaRoche, Miss Simonne"
481,2nd,30.0,female,1,1,"Lehmann, Miss Bertha"
482,2nd,30.0,female,1,1,"Leitch, Miss Jessie"
483,2nd,30.0,male,0,0,"Levy, Mr Rene Jacques"
484,2nd,25.0,male,0,0,"Leyson, Mr Robert William Norman"
485,2nd,30.0,male,0,0,"Lingan, Mr John"
486,2nd,48.0,male,0,0,"Louch, Mr Charles Alexander"
487,2nd,30.0,female,1,1,"Louch, Mrs Charles Alexander (Alice Adelaide)"
488,2nd,57.0,female,0,1,"Mack, Mrs Mary"
489,2nd,30.0,male,0,0,"Malachard, Mr Noel"
490,2nd,30.0,male,0,0,"Mallet, Mr Albert"
491,2nd,30.0,female,1,1,"Mallet, Mrs Albert (Antoinette)"
492,2nd,2.0,male,1,0,"Mallet, Master Andre"
493,2nd,30.0,male,0,0,"Mangiavacchi, Mr Serafino Emilio"
494,2nd,27.0,male,0,0,"Mantvila, Rev Joseph"
495,2nd,19.0,female,1,1,"Marshall, Mrs Kate Louise Phillips"
496,2nd,30.0,male,0,0,"Matthews, Mr William John"
497,2nd,20.0,male,0,0,"Maybery, Mr Frank H"
498,2nd,45.0,male,0,0,"McCrae, Mr Arthur Gordon"
499,2nd,30.0,male,0,0,"McCrie, Mr James Matthew"
500,2nd,46.0,male,0,0,"McKane, Mr Peter D"
501,2nd,41.0,female,1,1,"Mellenger, Mrs Elizabeth Anne"
502,2nd,13.0,female,1,1,"Mellenger, Miss Madeleine Violet"
503,2nd,19.0,male,1,0,"Mellor, Mr William John"
504,2nd,30.0,male,0,0,"Meyer, Mr August"
505,2nd,48.0,male,0,0,"Milling, Mr Jacob Christian"
506,2nd,71.0,male,0,0,"Mitchell, Mr Henry Michael"
507,2nd,54.0,male,0,0,"Moraweck, Dr Ernest"
508,2nd,30.0,male,0,0,"Morley, Mr William"
509,2nd,30.0,male,0,0,"Mudd, Mr Thomas C"
510,2nd,64.0,male,0,0,"Myles, Mr Thomas Francis"
511,2nd,32.0,male,0,0,"Nasser (Nasrallah), Mr Nicholas"
512,2nd,18.0,female,1,1,"Nasser (Nasrallah), Mrs Nicholas"
513,2nd,2.0,male,1,0,"Navratil, Master Edmond Roger"
514,2nd,32.0,male,0,0,"Navratil, Mr Michel"
515,2nd,3.0,male,1,0,"Navratil, Master Michel M"
516,2nd,26.0,male,0,0,"Nesson, Mr Israel"
517,2nd,19.0,male,0,0,"Nicholls, Mr Joseph Charles"
518,2nd,30.0,male,0,0,"Norman, Mr Robert Douglas"
519,2nd,20.0,male,1,0,"Nourney, Mr Alfred (aka Baron von Drachstedt)"
520,2nd,29.0,female,1,1,"Nye, Mrs Elizabeth Ramell"
521,2nd,39.0,male,0,0,"Otter, Mr Richard"
522,2nd,22.0,male,1,0,"Oxenham, Mr Percy Thomas"
523,2nd,30.0,male,1,0,"Padro y Manent, Mr Julian"
524,2nd,24.0,male,0,0,"Pain, Dr Alfred"
525,2nd,30.0,male,1,0,"Pallas y Castello, Mr Emilio"
526,2nd,28.0,male,0,0,"Parker, Mr Clifford R"
527,2nd,30.0,male,0,0,"Parkes, Mr Francis (Frank)"
528,2nd,50.0,female,1,1,"Parrish, Mrs Lutie Davis"
529,2nd,20.0,male,0,0,"Pengelly, Mr Frederick"
530,2nd,40.0,male,0,0,"Peruschitz, Rev Joseph M"
531,2nd,42.0,female,1,1,"Phillips, Miss Alice"
532,2nd,21.0,male,0,0,"Phillips, Mr Robert"
533,2nd,32.0,female,1,1,"Pinsky, Miss Rosa"
534,2nd,34.0,male,0,0,"Ponesell, Mr Martin"
535,2nd,30.0,male,1,0,"Portaluppi, Mr Emilio"
536,2nd,30.0,male,0,0,"Pulbaum, Mr Frank"
537,2nd,33.0,female,1,1,"Quick, Mrs Frederick C (Jane Richards)"
538,2nd,2.0,female,1,1,"Quick, Miss Phyllis May"
539,2nd,8.0,female,1,1,"Quick, Miss Winifred Vera"
540,2nd,36.0,male,0,0,"Reeves, Mr David"
541,2nd,34.0,male,0,0,"Renouf, Mr Peter Henry"
542,2nd,30.0,female,1,1,"Renouf, Mrs Peter Henry (Lillian Jefferys)"
543,2nd,28.0,female,1,1,"Reynaldo, Mrs Encarnacion"
544,2nd,23.0,male,0,0,"Richard, Mr Emil"
545,2nd,0.8,male,1,0,"Richards, Master George Sidney"
546,2nd,25.0,female,1,1,"Richards, Mrs Sidney (Emily Hocking)"
547,2nd,3.0,male,1,0,"Richards, Master William Rowe"
548,2nd,50.0,female,1,1,"Ridsdale, Miss Lucy"
549,2nd,30.0,male,0,0,"Rogers, Mr Harry"
550,2nd,21.0,female,1,1,"Rugg, Miss Emily"
551,2nd,30.0,male,0,0,"Sedgwick, Mr Charles Frederick Waddington"
552,2nd,30.0,male,0,0,"Sharp, Mr Percival"
553,2nd,25.0,female,1,1,"Shelley, Mrs William (Imanita)"
554,2nd,18.0,female,1,1,"Silven, Miss Lyyli"
555,2nd,20.0,female,1,1,"Sincock, Miss Maude"
556,2nd,30.0,female,1,1,"Siukonnen, Miss Anna"
557,2nd,59.0,male,0,0,"Sjostedt, Mr Ernst Adolf"
558,2nd,30.0,female,1,1,"Slayter, Miss Hilda Mary"
559,2nd,35.0,male,0,0,"Slemen, Mr Richard James"
560,2nd,22.0,male,0,0,"Smith (Schmidt), Mr Augustus"
561,2nd,30.0,female,1,1,"Smith, Miss Marion"
562,2nd,25.0,male,0,0,"Sobey, Mr Hayden"
563,2nd,41.0,male,0,0,"Stanton, Mr Samuel Ward"
564,2nd,25.0,male,0,0,"Stokes, Mr Philip Joseph"
565,2nd,14.0,male,0,0,"Sweet, Mr George"
566,2nd,50.0,female,1,1,"Toomey, Miss Ellen"
567,2nd,22.0,male,0,0,"Troupiansky, Mr Moses Aaron"
568,2nd,30.0,female,1,1,"Trout, Mrs William H (Jessie L)"
569,2nd,27.0,female,1,1,"Troutt, Miss Edwina Celia"
570,2nd,29.0,male,0,0,"Turpin, Mr William John"
571,2nd,27.0,female,0,1,"Turpin, Mrs William John (Dorothy Anne Wonnacott)"
572,2nd,30.0,male,0,0,"Veale, Mr James"
573,2nd,22.0,male,0,0,"Waelens, Mr Achille"
574,2nd,35.0,female,1,1,"Walcroft, Miss Nellie"
575,2nd,30.0,male,0,0,"Ware, Mr John James"
576,2nd,28.0,female,1,1,"Ware, Mrs John James (Florence Louise Long)"
577,2nd,23.0,male,0,0,"Ware, Mr William J"
578,2nd,30.0,male,0,0,"Watson, Mr Ennis Hastings"
579,2nd,12.0,female,1,1,"Watt, Miss Bertha"
580,2nd,40.0,female,1,1,"Watt, Mrs James (Bessie Inglis Milne)"
581,2nd,36.0,female,1,1,"Webber, Miss Susan"
582,2nd,28.0,male,0,0,"Weisz, Mr Leopold"
583,2nd,32.0,female,1,1,"Weisz, Mrs Leopold (Mathilde)"
584,2nd,29.0,female,1,1,"Wells, Mrs Arthur H (Addie Trevaskis)"
585,2nd,4.0,female,1,1,"Wells, Miss Joan"
586,2nd,2.0,male,1,0,"Wells, Master Ralph Lester"
587,2nd,30.0,female,1,1,"West, Miss Barbara J"
588,2nd,30.0,female,1,1,"West, Miss Constance Mirium"
589,2nd,36.0,male,0,0,"West, Mr Edwy Arthur"
590,2nd,33.0,female,1,1,"West, Mrs Edwy Arthur (Ada Mary)"
591,2nd,30.0,male,0,0,"Wheadon, Mr Edward"
592,2nd,30.0,male,0,0,"Wheeler, Mr Edwin"
593,2nd,30.0,male,0,0,"Wheeler, Mr Frederick"
594,2nd,32.0,male,1,0,"Wilhelms, Mr Charles"
595,2nd,30.0,female,1,1,"Wilkinson, Mrs Elizabeth Anne"
596,2nd,30.0,male,1,0,"Williams, Mr Charles Eugene"
597,2nd,26.0,female,1,1,"Wright, Miss Marion"
598,2nd,30.0,female,0,1,"Yrois, Miss Henriette"
599,2nd,30.0,male,0,0,"Aldworth, Mr Charles Augustus"
600,2nd,24.0,female,1,1,"Brown, Miss Mildred"
601,2nd,30.0,male,0,0,"Pernot, Mr Rene"
602,2nd,18.0,male,0,0,"Swane, Mr George"
603,3rd,42.0,male,0,0,"Abbing, Mr Anthony"
604,3rd,13.0,male,0,0,"Abbott, Master Eugene Joseph"
605,3rd,16.0,male,0,0,"Abbott, Mr Rossmore Edward"
606,3rd,35.0,female,1,1,"Abbott, Mrs Stanton (Rosa)"
607,3rd,16.0,female,1,1,"Abelseth, Miss Anna Karen"
608,3rd,25.0,male,1,0,"Abelseth, Mr Olaus"
609,3rd,18.0,female,1,1,"Abraham, Mrs Joseph (Sophie Easu)"
610,3rd,20.0,male,1,0,"Abrahamsson, Mr August"
611,3rd,30.0,male,0,0,"Adahl, Mr Mauritz Nils Martin"
612,3rd,26.0,male,0,0,"Adams, Mr John"
613,3rd,40.0,female,0,1,"Ahlin, Mrs Johanna Persdotter"
614,3rd,24.0,male,0,0,"Ahmed, Mr Ali"
615,3rd,41.0,male,0,0,"Aijo-Nirva, Mr Isak"
616,3rd,18.0,female,1,1,"Aks, Mrs Sam (Leah Rosen)"
617,3rd,0.83,male,1,0,"Aks, Master Philip"
618,3rd,23.0,male,0,0,"Alexander, Mr William"
619,3rd,20.0,male,0,0,"Alhomaki, Mr Ilmari Rudolf"
620,3rd,25.0,male,0,0,"Ali, Mr William"
621,3rd,35.0,male,0,0,"Allen, Mr William Henry"
622,3rd,17.0,male,0,0,"Allum, Mr Owen George"
623,3rd,32.0,male,0,0,"Andersen, Mr Albert Karvin"
624,3rd,20.0,male,0,0,"Andersen, Mr Thor Olsvigen"
625,3rd,39.0,male,0,0,"Andersson, Mr Anders Johan"
626,3rd,39.0,female,0,1,"Andersson, Mrs Anders Johan (Alfrida K Brogren)"
627,3rd,6.0,female,0,1,"Andersson, Miss Ebba Iris"
628,3rd,2.0,female,0,1,"Andersson, Miss Ellis Anna Maria"
629,3rd,17.0,female,1,1,"Andersson, Miss Erna"
630,3rd,38.0,female,0,1,"Andersson, Miss Ida Augusta Margareta"
631,3rd,9.0,female,0,1,"Andersson, Miss Ingeborg Constancia"
632,3rd,26.0,male,0,0,"Andersson, Mr Johan Samuel"
633,3rd,11.0,female,0,1,"Andersson, Miss Sigrid Elizabeth"
634,3rd,4.0,male,0,0,"Andersson, Master Sigvard Harald Elias"
635,3rd,20.0,male,0,0,"Andreasson, Mr Paul Edvin"
636,3rd,26.0,male,0,0,"Angheloff, Mr Minko"
637,3rd,25.0,male,0,0,"Arnold, Mr Josef"
638,3rd,18.0,female,0,1,"Arnold, Mrs Josef (Josephine Frank)"
639,3rd,24.0,male,0,0,"Aronsson, Mr Ernst Axel Algot"
640,3rd,35.0,male,0,0,"Asim, Mr Adola"
641,3rd,40.0,male,0,0,"Asplund, Mr Carl Oscar Vilhelm Gustafsson"
642,3rd,38.0,female,1,1,"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)"
643,3rd,5.0,male,0,0,"Asplund, Master Carl Edgar"
644,3rd,9.0,male,0,0,"Asplund, Master Clarence Gustaf Hugo"
645,3rd,3.0,male,1,0,"Aspland, Master Edvin Rojj Felix"
646,3rd,13.0,male,0,0,"Asplund, Master Filip Oscar"
647,3rd,23.0,male,1,0,"Asplund, Mr John Charles"
648,3rd,5.0,female,1,1,"Asplund, Miss Lillian Gertrud"
649,3rd,30.0,male,0,0,"Assaf, Mr Gerios"
650,3rd,45.0,female,1,1,"Assaf, Mrs Mariana"
651,3rd,23.0,male,0,0,"Assam, Mr Ali"
652,3rd,17.0,female,0,1,"Attalah, Miss Malaka"
653,3rd,27.0,male,0,0,"Attala (Kalil), Mr Solomon"
654,3rd,23.0,male,0,0,"Augustsson, Mr Albert"
655,3rd,20.0,male,0,0,"Baccos, Mr Rafoul"
656,3rd,32.0,male,0,0,"Backstrom, Mr Karl Alfred"
657,3rd,33.0,female,1,1,"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)"
658,3rd,3.0,female,1,1,"Baclini, Miss Eugenie"
659,3rd,30.0,female,1,1,"Baclini, Miss Helene"
660,3rd,30.0,female,1,1,"Baclini, Miss Maria"
661,3rd,30.0,female,1,1,"Baclini, Mrs Solomon (Latifa)"
662,3rd,18.0,female,1,1,"Badman, Miss Emily Louisa"
663,3rd,40.0,male,0,0,"Badt, Mr Mohamed"
664,3rd,26.0,male,0,0,"Balkic, Mr Cerin"
665,3rd,15.0,female,1,1,"Banoura, Miss Ayout"
666,3rd,45.0,female,0,1,"Barbara, Mrs Catherine"
667,3rd,18.0,female,0,1,"Barbara, Miss Saude"
668,3rd,27.0,female,0,1,"Barry, Miss Julia"
669,3rd,22.0,male,0,0,"Barton, Mr David"
670,3rd,19.0,male,0,0,"Beavan, Mr William Thomas"
671,3rd,26.0,male,0,0,"Bengtsson, Mr John Viktor"
672,3rd,22.0,male,0,0,"Berglund, Mr Karl Ivar Sven"
673,3rd,20.0,male,0,0,"Betros, Mr Tannous"
674,3rd,32.0,male,1,0,"Bing, Mr Lee"
675,3rd,21.0,male,0,0,"Birkeland, Mr Hans"
676,3rd,18.0,male,0,0,"Bjorklund, Ernst Herbert"
677,3rd,26.0,male,0,0,"Bostandyeff, Mr Guentcho"
678,3rd,6.0,male,0,0,"Boulos, Master Akar"
679,3rd,30.0,male,0,0,"Boulos, Mr Hanna"
680,3rd,30.0,female,0,1,"Boulos, Mrs Joseph (Sultana)"
681,3rd,9.0,female,0,1,"Boulos, Miss Laura"
682,3rd,40.0,male,0,0,"Bourke, Mr John"
683,3rd,32.0,female,0,1,"Bourke, Mrs John (Catherine)"
684,3rd,30.0,female,0,1,"Bourke, Miss Mary"
685,3rd,26.0,male,0,0,"Bowen, Mr David"
686,3rd,18.0,female,1,1,"Bradley, Miss Bridget Delia"
687,3rd,20.0,female,0,1,"Braf, Miss Elin Ester Maria"
688,3rd,30.0,male,0,0,"Brahim, Mr Youssef"
689,3rd,29.0,male,0,0,"Braund, Mr Lewis Richard"
690,3rd,22.0,male,0,0,"Braund, Mr Owen Harris"
691,3rd,22.0,male,0,0,"Brobek, Mr Karl Rudolf"
692,3rd,35.0,male,0,0,"Brocklebank, Mr William Alfred"
693,3rd,21.0,male,1,0,"Buckley, Mr Daniel"
694,3rd,20.0,female,0,1,"Buckley, Miss Katherine"
695,3rd,19.0,male,0,0,"Burke, Mr Jeremiah"
696,3rd,18.0,female,0,1,"Burns, Miss Mary Delia"
697,3rd,18.0,male,0,0,"Cacic, Mr Grego"
698,3rd,38.0,male,0,0,"Cacic, Mr Luka"
699,3rd,30.0,male,0,0,"Cacic, Mr Manda"
700,3rd,30.0,male,0,0,"Cacic, Mr Maria"
701,3rd,17.0,male,0,0,"Calic, Mr Peter"
702,3rd,21.0,female,0,1,"Canavan, Miss Mary"
703,3rd,21.0,male,0,0,"Canavan, Mr Patrick"
704,3rd,21.0,male,0,0,"Cann, Mr Ernest"
705,3rd,30.0,male,0,0,"Caram (Kareem), Mr Joseph"
706,3rd,30.0,female,0,1,"Caram (Kareem), Mrs Joseph (Maria Elias)"
707,3rd,24.0,male,0,0,"Carlsson, Mr Carl Robert"
708,3rd,33.0,male,0,0,"Carlsson, Mr Frans Olof"
709,3rd,33.0,male,0,0,"Carlsson, Mr Julius"
710,3rd,28.0,male,0,0,"Carlsson, Mr August Sigfrid"
711,3rd,16.0,female,1,1,"Carr, Miss Helen"
712,3rd,37.0,female,0,1,"Carr, Miss Jeannie"
713,3rd,28.0,male,0,0,"Carver, Mr Alfred John"
714,3rd,30.0,male,1,0,"Cassem, Mr Nassef Belmenly"
715,3rd,24.0,male,0,0,"Celotti, Mr Francesco"
716,3rd,21.0,male,0,0,"Chartens, Mr David"
717,3rd,30.0,male,0,0,"Chebab, Mr Emir Farres"
718,3rd,32.0,male,0,0,"Chip, Mr Chang"
719,3rd,29.0,male,0,0,"Christmann, Mr Emil"
720,3rd,26.0,male,0,0,"Chronopoulos, Mr Apostolos"
721,3rd,18.0,male,0,0,"Chronopoulos, Mr Demetrios"
722,3rd,20.0,male,0,0,"Coelho, Mr Domingos Fernandes"
723,3rd,19.0,male,1,0,"Cohen, Mr Gurshon (Gus)"
724,3rd,24.0,male,0,0,"Colbert, Mr Patrick"
725,3rd,24.0,male,0,0,"Coleff, Mr Fotio"
726,3rd,36.0,male,0,0,"Coleff, Mr Peyo"
727,3rd,31.0,male,0,0,"Conlin, Mr Thomas Henry"
728,3rd,31.0,male,0,0,"Connaghton, Mr Michael"
729,3rd,30.0,female,0,1,"Connolly, Miss Kate"
730,3rd,22.0,female,1,1,"Connolly, Miss Kate"
731,3rd,30.0,male,0,0,"Connors, Mr Patrick"
732,3rd,43.0,male,0,0,"Cook, Mr Jacob"
733,3rd,35.0,male,0,0,"Cor, Mr Bartol"
734,3rd,27.0,male,0,0,"Cor, Mr Ivan"
735,3rd,19.0,male,0,0,"Cor, Mr Ludovik"
736,3rd,30.0,male,0,0,"Corn, Mr Harry"
737,3rd,36.0,female,1,1,"Coutts, Mrs William (Minnie)"
738,3rd,3.0,male,1,0,"Coutts, Master Neville"
739,3rd,9.0,male,1,0,"Coutts, Master William Leslie"
740,3rd,59.0,male,0,0,"Coxon, Mr Daniel"
741,3rd,19.0,male,0,0,"Crease, Mr Ernest James"
742,3rd,44.0,male,0,0,"Cribb, Mr John Hatfield"
743,3rd,17.0,female,1,1,"Cribb, Miss Laura Alice"
744,3rd,30.0,male,0,0,"Daher, Mr Tannous"
745,3rd,45.0,male,1,0,"Dahl, Mr Charles Edward"
746,3rd,22.0,female,0,1,"Dahlberg, Miss Gerda Ulrika"
747,3rd,19.0,male,0,0,"Dakic, Mr Branko"
748,3rd,29.0,male,1,0,"Daly, Mr Eugene"
749,3rd,30.0,female,1,1,"Daly, Miss Marcella"
750,3rd,34.0,male,0,0,"Danbom, Mr Ernst Gilbert"
751,3rd,28.0,female,0,1,"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)"
752,3rd,0.33,male,0,0,"Danbom, Master Gilbert Sigvard Emanuel"
753,3rd,27.0,male,0,0,"Danoff, Mr Yoto"
754,3rd,25.0,male,0,0,"Dantchoff, Mr Khristo"
755,3rd,24.0,male,0,0,"Davies, Mr Alfred"
756,3rd,22.0,male,0,0,"Davies, Mr Evan"
757,3rd,21.0,male,0,0,"Davies, Mr John"
758,3rd,17.0,male,0,0,"Davies, Mr Joseph"
759,3rd,30.0,male,0,0,"Davison, Mr Thomas Henry"
760,3rd,30.0,female,1,1,"Davison, Mrs Thomas Henry (Mary Finck)"
761,3rd,26.0,male,0,0,"Dean, Mr Bertram"
762,3rd,33.0,female,1,1,"Dean, Mrs Bertram (Eva)"
763,3rd,1.0,male,1,0,"Dean, Master Bertram Vere"
764,3rd,0.17,female,1,1,"Dean, Miss Elizabeth Gladys (Millvena)"
765,3rd,25.0,male,0,0,"Delalic, Mr Regyo"
766,3rd,36.0,male,1,0,"De Messemaeker, Mr William Joseph"
767,3rd,36.0,female,1,1,"De Messemaeker, Mrs William Joseph (Anna)"
768,3rd,30.0,male,1,0,"De Mulder, Mr Theo"
769,3rd,30.0,male,0,0,"Denkoff, Mr Mito"
770,3rd,23.0,male,0,0,"Dennis, Mr Samuel"
771,3rd,26.0,male,0,0,"Dennis, Mr William"
772,3rd,19.0,female,1,1,"Devaney, Miss Margaret"
773,3rd,65.0,male,0,0,"Dewan, Mr Frank"
774,3rd,30.0,male,0,0,"Dibo, Mr Elias"
775,3rd,42.0,male,0,0,"Dimic, Mr Jovan"
776,3rd,43.0,male,0,0,"Dintcheff, Mr Valtcho"
777,3rd,32.0,male,0,0,"Dooley, Mr Patrick"
778,3rd,19.0,male,1,0,"Dorkings, Mr Edward Arthur"
779,3rd,30.0,female,1,1,"Dowdell, Miss Elizabeth"
780,3rd,24.0,female,0,1,"Doyle, Miss Elizabeth"
781,3rd,23.0,female,1,1,"Drapkin, Miss Jennie"
782,3rd,30.0,male,0,0,"Drazonovic, Mr Josef"
783,3rd,24.0,female,1,1,"Driscoll, Miss Bridget"
784,3rd,24.0,male,1,0,"Duquemin, Mr Joseph"
785,3rd,23.0,male,0,0,"Dyker, Mr Adolf Fredrik"
786,3rd,22.0,female,1,1,"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)"
787,3rd,30.0,male,0,0,"Econovic, Mr Joso"
788,3rd,18.0,male,0,0,"Edvardsson, Mr Gustaf Hjalmar"
789,3rd,16.0,male,0,0,"Eklund, Mr Hans Linus"
790,3rd,45.0,male,0,0,"Ekstrom, Mr Johan"
791,3rd,30.0,male,0,0,"Elias, Mr Elias"
792,3rd,30.0,male,0,0,"Elias, Mr John"
793,3rd,30.0,male,0,0,"Elias, Mr Joseph"
794,3rd,47.0,male,0,0,"Elsbury, Mr James"
795,3rd,5.0,female,1,1,"Emanuel, Miss Virginia Ethel"
796,3rd,30.0,male,0,0,"Emmeth, Mr Thomas"
797,3rd,30.0,male,0,0,"Everett, Thomas James"
798,3rd,30.0,male,0,0,"Farrell, Mr James"
799,3rd,30.0,male,1,0,"Finoli, Mr Luigi"
800,3rd,30.0,male,0,0,"Fischer, Mr Eberhard Telander"
801,3rd,30.0,male,0,0,"Flynn, Mr James"
802,3rd,30.0,male,0,0,"Flynn, Mr John"
803,3rd,30.0,male,0,0,"Foley, Mr Joseph"
804,3rd,30.0,male,0,0,"Foley, Mr William"
805,3rd,30.0,male,1,0,"Foo, Mr Choong"
806,3rd,30.0,male,0,0,"Ford, Mr Arthur"
807,3rd,21.0,female,0,1,"Ford, Miss Doolina Margaret"
808,3rd,18.0,male,0,0,"Ford, Mr Edward Watson"
809,3rd,9.0,female,0,1,"Ford, Miss Maggie"
810,3rd,48.0,female,0,1,"Ford, Mrs Edward (Margaret Ann)"
811,3rd,16.0,male,0,0,"Ford, Mr Neil Watson"
812,3rd,30.0,male,0,0,"Fox, Mr Patrick"
813,3rd,30.0,male,0,0,"Franklin, Mr Charles"
814,3rd,25.0,male,0,0,"Gallagher, Mr Martin"
815,3rd,30.0,male,0,0,"Garfirth, Mr John"
816,3rd,38.0,female,1,1,"Georges, Mrs Shahini Weappi"
817,3rd,22.0,male,0,0,"Gilinski, Mr Leslie"
818,3rd,16.0,female,1,1,"Gilnagh, Miss Katie"
819,3rd,30.0,female,1,1,"Glynn, Miss Mary Agatha"
820,3rd,33.0,male,0,0,"Goldsmith, Mr Frank John"
821,3rd,30.0,female,1,1,"Goldsmith, Mrs Frank John (Emily A Brown)"
822,3rd,9.0,male,1,0,"Goldsmith, Master Frank John William"
823,3rd,41.0,male,0,0,"Goldsmith, Mr Nathan"
824,3rd,38.0,male,0,0,"Goncalves, Mr Manuel Estanslas"
825,3rd,40.0,male,0,0,"Goodwin, Mr Frederick"
826,3rd,43.0,female,0,1,"Goodwin, Mrs Frederick (Augusta)"
